,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1988,4573,41,black,married,0,13.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,union,6.0305943,40.0,18.782053,18.75
1989,4574,37,white,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,6.223832,40.0,14.865384,9.916667
1990,4577,39,white,married,0,9.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5.032206,40.0,8.038462,5.0
1991,4578,41,white,married,0,16.0,college grad,1,nonSMSA,0,Professional Services,Other,,3.8739052,24.0,10.25,1.5
1992,4580,38,white,single,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,,3.904991,38.0,13.557693,7.0833335
1993,4583,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5.6360707,40.0,13.884615,13.833333
1994,4586,38,black,married,0,17.0,college grad,0,SMSA,1,Public Administration,Managers/admin,nonunion,16.739124,50.0,17.75,10.666667
1995,4589,34,black,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Operatives,union,3.7625415,40.0,9.685898,0.25
1996,4590,41,white,married,0,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,11.215775,58.0,9.442307,2.0
1997,4591,40,white,single,0,14.0,not college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,9.782605,40.0,8.141026,4.25
1998,4592,39,white,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,union,10.942026,46.0,11.692307,10.083333
1999,4597,38,black,single,1,13.0,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,union,9.959739,38.0,18.916666,18.916666
2000,4599,44,white,married,0,10.0,not college grad,0,SMSA,0,Professional Services,Laborers,union,4.3961344,30.0,5.423077,5.0
2001,4600,41,white,single,0,11.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.3156176,56.0,9.903846,1.6666666
2002,4601,42,white,single,1,18.0,college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,28.647333,40.0,15.230768,9.5
2003,4602,36,white,married,0,18.0,college grad,0,SMSA,0,Professional Services,Other,nonunion,9.188963,35.0,12.397437,5.5
2004,4603,41,black,married,0,8.0,not college grad,1,nonSMSA,0,Personal Services,Laborers,,4.180602,40.0,11.346153,0.16666667
2005,4604,38,black,married,0,16.0,college grad,1,nonSMSA,0,Professional Services,Laborers,,4.3547926,24.0,16.391026,10.5
2006,4606,35,black,married,0,12.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,union,5.032206,40.0,10.192307,0.25
2007,4607,41,black,married,0,11.0,not college grad,1,nonSMSA,0,Transport/Comm/Utility,Service,union,8.945245,45.0,15.25,2.0833333
2008,4611,36,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,5.5314,40.0,6.0128207,4.25
2009,4613,39,white,single,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.6838422,30.0,5.3269234,4.9166665
2010,4614,40,black,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,7.558137,40.0,14.929487,8.583333
2011,4620,40,black,married,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,5.6360707,40.0,10.384615,2.8333333
2012,4621,38,black,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4.7342973,40.0,14.044871,2.0833333
2013,4625,40,black,single,1,12.0,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,6.2721395,40.0,17.967949,5.5
2014,4628,42,black,married,0,10.0,not college grad,0,SMSA,1,Personal Services,Operatives,,3.2399664,40.0,13.153846,5.25
2015,4629,35,black,single,0,16.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,7.938803,40.0,13.307693,10.583333
2016,4632,42,black,married,0,13.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,4.066022,40.0,14.807693,10.833333
2017,4634,35,black,single,0,15.0,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,10.064413,40.0,15.083333,15.083333
2018,4639,39,black,married,0,18.0,college grad,1,SMSA,1,Professional Services,Other,nonunion,7.745568,40.0,14.73718,1.4166666
2019,4642,42,white,married,0,10.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.4283414,45.0,16.423077,15.666667
2020,4647,42,black,single,1,7.0,not college grad,0,SMSA,1,Manufacturing,Operatives,union,4.8953285,40.0,8.269231,3.4166667
2021,4651,37,black,single,0,14.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,,3.3444817,40.0,4.75,0.6666667
2022,4652,36,black,married,0,11.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.801002,38.0,4.423077,0.5
2023,4653,36,black,married,0,13.0,not college grad,1,nonSMSA,0,Professional Services,Other,nonunion,1.9323668,50.0,9.634616,1.75
2024,4655,36,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.9388082,48.0,14.384616,12.25
2025,4657,36,black,single,0,12.0,not college grad,1,nonSMSA,0,Personal Services,Laborers,,1.985786,40.0,6.794872,5.8333335
2026,4658,39,black,married,0,12.0,not college grad,0,SMSA,1,Manufacturing,Operatives,union,7.0450883,40.0,15.448718,9.416667
2027,4659,36,black,married,0,16.0,college grad,0,SMSA,0,Business/Repair Svc,Professional/technical,,40.198082,40.0,15.22436,1.75
2028,4663,35,black,married,0,11.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,,4.180602,35.0,11.602564,2.6666667
2029,4664,40,black,married,0,8.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,1.3446048,12.0,7.2499995,1.6666666
2030,4672,38,black,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Other,nonunion,3.6634455,38.0,19.833334,19.833334
2031,4674,36,black,single,1,16.0,college grad,0,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,14.492755,40.0,9.858974,8.666667
2032,4675,35,black,married,0,10.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,2.9468596,21.0,3.0769231,1.25
2033,4677,35,white,married,0,16.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,6.4492707,48.0,12.442308,11.916667
2034,4678,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,3.5024142,32.0,18.647436,9.833333
2035,4680,38,black,single,1,12.0,not college grad,0,SMSA,1,Professional Services,Laborers,union,6.70692,36.0,8.576923,5.4166665
2036,4681,37,black,married,0,10.0,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,7.1256027,40.0,4.6538463,4.3333335
2037,4682,35,black,married,0,14.0,not college grad,1,nonSMSA,0,Professional Services,Other,nonunion,4.0740724,42.0,12.326923,2.5
2038,4683,42,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,4.3880816,40.0,19.038464,6.0833335
2039,4685,35,black,married,0,16.0,college grad,1,SMSA,1,Professional Services,Sales,nonunion,6.191625,40.0,14.346154,6.4166665
2040,4686,36,black,married,0,12.0,not college grad,1,SMSA,1,Personal Services,Operatives,nonunion,2.8985493,34.0,12.435897,7.0
2041,4687,35,black,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5.5599976,45.0,15.333334,0.41666666
2042,4688,40,white,single,0,13.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5.9983873,40.0,18.442308,15.166667
2043,4696,44,black,married,0,10.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,4.6296296,40.0,13.0,13.0
2044,4699,37,black,married,0,17.0,college grad,1,SMSA,1,Professional Services,Managers/admin,nonunion,14.822856,47.0,14.621795,8.333333
2045,4704,44,black,married,0,12.0,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,8.904991,40.0,18.134615,18.083334
2046,4705,39,white,married,0,16.0,college grad,1,SMSA,0,Professional Services,Other,nonunion,7.230271,9.0,11.442307,2.8333333
2047,4707,44,black,single,0,6.0,not college grad,1,nonSMSA,0,Personal Services,Transport,,2.7870672,30.0,11.903846,6.0833335
2048,4711,38,white,married,0,17.0,college grad,1,nonSMSA,0,Professional Services,Other,,35.731617,45.0,9.660257,1.8333334
2049,4713,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.355878,32.0,17.48077,8.583333
2050,4718,37,black,single,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,1.859903,25.0,9.679487,1.1666666
2051,4721,44,white,single,0,15.0,college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,10.861512,40.0,18.173077,17.333334
2052,4724,40,white,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,4.412238,40.0,11.0,1.9166666
2053,4725,35,other,married,0,14.0,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,5.8132024,40.0,12.134615,5.75
2054,4726,37,white,single,0,16.0,college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,2.7375197,25.0,8.634616,0.8333333
2055,4728,39,white,married,0,9.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,5.202526,9.0,13.474359,11.0
2056,4729,43,white,married,0,8.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,,3.0518394,25.0,2.3205128,0.33333334
2057,4733,41,white,married,0,13.0,not college grad,1,nonSMSA,0,Professional Services,Other,nonunion,2.9388082,25.0,11.519231,2.75
2058,4734,39,white,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,4.6215763,40.0,13.826923,2.4166667
2059,4736,35,white,married,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,4.180602,30.0,6.9935894,1.3333334
2060,4739,43,white,married,0,13.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Professional/technical,,38.70926,40.0,18.0,11.583333
2061,4742,40,white,married,0,10.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,5.297905,40.0,13.99359,9.833333
2062,4746,37,white,single,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,,4.389632,40.0,10.923077,0.25
2063,4749,35,white,married,0,12.0,not college grad,0,SMSA,0,Professional Services,Sales,,5.8063903,40.0,11.23077,3.5
2064,4750,40,white,married,0,17.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,2.7858286,40.0,11.076922,1.1666666
2065,4751,37,white,single,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,union,11.578098,14.0,12.365385,12.333333
2066,4757,38,white,married,0,10.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3.1400964,30.0,2.7884617,0.5
2067,4759,39,white,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Other,union,10.104667,40.0,17.858976,9.833333
2068,4762,39,white,married,0,18.0,college grad,1,SMSA,0,Professional Services,Other,nonunion,9.066018,40.0,17.916666,17.916666
2069,4763,40,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,2.5684369,36.0,12.48077,1.5
2070,4766,39,white,married,0,16.0,college grad,1,nonSMSA,0,Professional Services,Managers/admin,nonunion,11.618352,48.0,17.916666,17.916666
2071,4767,36,white,married,0,16.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,6.964568,40.0,13.044871,4.8333335
2072,4769,34,black,single,1,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3.3977435,32.0,13.391026,6.3333335
2073,4771,35,black,married,0,13.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.716585,30.0,7.423077,1.3333334
2074,4772,39,black,single,0,18.0,college grad,1,SMSA,1,Professional Services,Professional/technical,union,10.869566,40.0,15.134616,13.083333
2075,4780,37,white,married,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.138486,35.0,8.608974,2.0
2076,4784,44,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.845409,18.0,6.25,6.25
2077,4785,38,white,married,0,12.0,not college grad,1,SMSA,0,Personal Services,Sales,nonunion,4.025765,40.0,10.660256,0.33333334
2078,4788,37,white,married,0,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,4.420288,35.0,9.730769,1.9166666
2079,4790,36,white,married,0,11.0,not college grad,1,SMSA,0,Professional Services,Sales,,5.312786,35.0,11.50641,8.416667
2080,4798,36,white,single,1,18.0,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,9.046823,40.0,12.192307,6.5
2081,4799,44,white,married,0,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,5.917873,50.0,14.929487,1.6666666
2082,4801,36,white,married,0,13.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,38.70926,40.0,14.365385,2.5833333
2083,4806,40,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,7.0692425,35.0,11.346154,6.0
2084,4808,40,white,single,1,13.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.5088553,42.0,18.371794,8.166667
2085,4810,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,3.3444817,40.0,9.057693,7.8333335
2086,4813,37,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.0193238,40.0,16.192308,5.4166665
2087,4814,44,black,married,0,11.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,4.1867933,40.0,16.48077,4.75
2088,4815,36,black,married,0,14.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.260869,40.0,7.967949,0.0
2089,4816,36,black,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,4.219,33.0,10.019231,9.666667
2090,4817,37,white,married,0,16.0,college grad,1,SMSA,1,Business/Repair Svc,Service,nonunion,4.025765,15.0,4.7371793,1.6666666
2091,4819,37,black,single,1,18.0,college grad,1,SMSA,1,Professional Services,Other,union,12.826082,35.0,14.807693,11.833333
2092,4823,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,6.795487,45.0,18.48077,6.5
2093,4824,42,black,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,5.370369,39.0,12.75,2.3333333
2094,4825,44,black,single,0,17.0,college grad,1,SMSA,1,Professional Services,Other,nonunion,7.4959726,55.0,16.97436,15.833333
2095,4835,37,black,married,0,12.0,not college grad,0,SMSA,1,Manufacturing,Operatives,union,10.064413,40.0,7.1410255,7.0833335
2096,4838,34,black,single,0,17.0,college grad,1,nonSMSA,0,Ag/Forestry/Fisheries,Farm laborers,,2.508361,50.0,3.5769231,0.41666666
2097,4841,43,black,single,1,14.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.5265677,40.0,15.935898,1.0833334
2098,4842,37,black,single,0,7.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4.025765,40.0,9.416667,9.416667
2099,4845,35,black,married,0,12.0,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,5.032206,40.0,12.897436,3.5
2100,4846,41,black,single,1,12.0,not college grad,1,SMSA,1,,Operatives,nonunion,3.6634455,40.0,17.294872,0.0
2101,4847,39,black,married,0,12.0,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,3.220612,40.0,10.166666,0.0
2102,4848,35,black,married,0,11.0,not college grad,1,SMSA,0,Manufacturing,Service,,4.1638794,40.0,9.423077,1.75
2103,4849,36,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5.032206,40.0,10.519231,5.3333335
2104,4850,42,black,single,0,11.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,3.6231885,40.0,16.942308,10.583333
2105,4852,35,black,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Professional/technical,nonunion,6.441224,40.0,16.397436,12.166667
2106,4854,42,black,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Craftsmen,nonunion,3.341383,20.0,15.833333,15.833333
2107,4856,41,black,single,0,12.0,not college grad,1,nonSMSA,0,Business/Repair Svc,Laborers,,3.2051272,30.0,16.083334,1.8333334
2108,4857,43,black,single,1,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.6022515,38.0,18.5,3.4166667
2109,4858,39,black,married,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.7487917,35.0,18.096153,3.4166667
2110,4861,35,black,married,0,8.0,not college grad,1,SMSA,1,Personal Services,Laborers,nonunion,8.05153,25.0,8.230769,0.0
2111,4868,44,black,single,1,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,3.0518394,40.0,11.0,1.0833334
2112,4870,38,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.227053,40.0,15.403846,13.416667
2113,4871,38,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.8985493,40.0,15.371795,4.75
2114,4872,35,black,married,0,9.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5.6199675,40.0,14.75,3.9166667
2115,4874,41,black,single,0,7.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,2.6811595,30.0,14.961539,2.25
2116,4876,41,black,single,0,12.0,not college grad,0,SMSA,1,Manufacturing,Operatives,union,7.850241,40.0,10.365385,9.583333
2117,4880,35,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.5088553,50.0,11.641026,3.5
2118,4882,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,2.6972613,40.0,15.5,1.75
2119,4884,42,white,married,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,3.3444817,20.0,6.3910255,1.25
2120,4885,38,black,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,4.4283414,33.0,15.230769,10.583333
2121,4890,35,white,married,0,16.0,college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.025765,6.0,12.826923,1.4166666
2122,4897,39,black,single,0,11.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.9790654,40.0,19.628202,14.583333
2123,4898,35,black,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Managers/admin,nonunion,5.3945227,40.0,11.75,11.25
2124,4900,43,black,single,0,18.0,college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,2.6972613,9.0,21.75,21.75
2125,4903,42,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.025765,40.0,10.5,8.833333
2126,4907,37,black,married,0,17.0,college grad,1,SMSA,1,Professional Services,Sales,nonunion,3.9613514,40.0,8.096154,1.9166666
2127,4909,36,white,married,0,9.0,not college grad,1,SMSA,1,Professional Services,Laborers,,3.3444817,46.0,5.8333335,0.25
2128,4911,34,white,married,0,12.0,not college grad,1,nonSMSA,0,Transport/Comm/Utility,Sales,union,9.57327,38.0,17.115385,17.083334
2129,4912,42,black,single,1,11.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,3.7439594,40.0,13.461538,3.25
2130,4919,43,black,single,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,5.2334948,40.0,13.993589,5.1666665
2131,4920,37,white,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Managers/admin,nonunion,6.078904,70.0,12.74359,9.166667
2132,4921,35,black,married,0,11.0,not college grad,1,SMSA,1,Manufacturing,Sales,nonunion,3.864734,40.0,11.365385,10.166667
2133,4925,40,black,married,0,13.0,not college grad,0,SMSA,1,Manufacturing,Sales,nonunion,13.460553,40.0,16.884615,1.8333334
2134,4926,36,black,single,0,16.0,college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,7.0450883,40.0,13.211538,9.833333
